dataset_name,path,image,question_1,answer_1,question_2,answer_2,question_3,answer_3
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0119.jpg,Te-no_0119.jpg,Does this MRI show signs of a tumor?,No indication of tumor.,Specify the tumor type visible here.,No tumor present.,What image type is displayed here?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0120.jpg,Te-no_0120.jpg,Does this MRI image show a tumor?,No tumor can be seen.,Which tumor type does this image show?,No tumor present.,Which anatomical plane is used?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0121.jpg,Te-no_0121.jpg,Does this brain image contain a tumor?,The image does not show a tumor.,Identify the tumor type in this scan.,No tumor present.,What image type is displayed here?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0122.jpg,Te-no_0122.jpg,Does this MRI show signs of a tumor?,No growth is present.,Specify the tumor type visible here.,No tumor present.,What kind of image view is this?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0123.jpg,Te-no_0123.jpg,Can you detect any tumor in this image?,No tumor is detected here.,What specific tumor is present here?,No tumor present.,Identify the image orientation.,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0124.jpg,Te-no_0124.jpg,Can a tumor be observed in the image?,The image is tumor-free.,What specific tumor is present here?,No tumor present.,What kind of image view is this?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0125.jpg,Te-no_0125.jpg,Can a tumor be observed in the image?,The image does not show a tumor.,What specific tumor is present here?,No tumor present.,Which anatomical plane is used?,This scan uses axial plane.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0126.jpg,Te-no_0126.jpg,Can a tumor be observed in the image?,The image is tumor-free.,What is the classification of this tumor?,No tumor present.,What's the viewing angle here?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0127.jpg,Te-no_0127.jpg,Does this brain image contain a tumor?,There’s no abnormality in the image.,Identify the tumor type in this scan.,No tumor present.,Identify the image orientation.,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0128.jpg,Te-no_0128.jpg,Is the scan indicating the presence of a tumor?,No indication of tumor.,Can you tell the type of tumor shown?,No tumor present.,Which anatomical plane is used?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0129.jpg,Te-no_0129.jpg,Does this MRI image show a tumor?,No tumor can be seen.,Which tumor type does this image show?,No tumor present.,What image type is displayed here?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0130.jpg,Te-no_0130.jpg,Can a tumor be observed in the image?,The scan appears normal.,What is the detected tumor type?,No tumor present.,What is the imaging perspective?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0131.jpg,Te-no_0131.jpg,Is there a tumor visible in this scan?,There’s no abnormality in the image.,What is the detected tumor type?,No tumor present.,What image type is displayed here?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0132.jpg,Te-no_0132.jpg,Is this an example of a tumorous brain scan?,There’s no abnormality in the image.,What is the detected tumor type?,No tumor present.,Identify the image orientation.,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0133.jpg,Te-no_0133.jpg,Is there a tumor visible in this scan?,Tumor not found in this image.,Which tumor type does this image show?,No tumor present.,What's the viewing angle here?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0134.jpg,Te-no_0134.jpg,Does this MRI image show a tumor?,"No, there is no tumor present.",Which tumor type does this image show?,No tumor present.,What is the view type of this image?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0135.jpg,Te-no_0135.jpg,Is the scan indicating the presence of a tumor?,No growth is present.,What kind of tumor is present in the image?,No tumor present.,What is the view type of this image?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0136.jpg,Te-no_0136.jpg,Can a tumor be observed in the image?,No tumor is detected here.,Specify the tumor type visible here.,No tumor present.,What kind of image view is this?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0137.jpg,Te-no_0137.jpg,Does this MRI image show a tumor?,No tumor is detected here.,What kind of tumor is present in the image?,No tumor present.,What kind of image view is this?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0138.jpg,Te-no_0138.jpg,Does this brain image contain a tumor?,The image does not show a tumor.,What specific tumor is present here?,No tumor present.,What's the viewing angle here?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0139.jpg,Te-no_0139.jpg,Can you detect any tumor in this image?,"No, there is no tumor present.",Can you tell the type of tumor shown?,No tumor present.,What kind of image view is this?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0140.jpg,Te-no_0140.jpg,Is a tumor present in the scan provided?,No growth is present.,Can you tell the type of tumor shown?,No tumor present.,What kind of image view is this?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0141.jpg,Te-no_0141.jpg,Does this MRI image show a tumor?,The image does not show a tumor.,What is the classification of this tumor?,No tumor present.,In which direction is this MRI taken?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0142.jpg,Te-no_0142.jpg,Can you detect any tumor in this image?,No indication of tumor.,What is the classification of this tumor?,No tumor present.,What kind of image view is this?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0143.jpg,Te-no_0143.jpg,Does this brain image contain a tumor?,The image does not show a tumor.,What is the classification of this tumor?,No tumor present.,What is the view type of this image?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0144.jpg,Te-no_0144.jpg,Is this an example of a tumorous brain scan?,Tumor not found in this image.,What specific tumor is present here?,No tumor present.,What's the viewing angle here?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0145.jpg,Te-no_0145.jpg,Can you detect any tumor in this image?,The image is tumor-free.,Identify the tumor type in this scan.,No tumor present.,Can you name the scan view type?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0146.jpg,Te-no_0146.jpg,Does this MRI show signs of a tumor?,The scan appears normal.,What kind of tumor is present in the image?,No tumor present.,What's the viewing angle here?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0147.jpg,Te-no_0147.jpg,Can you detect any tumor in this image?,No growth is present.,Identify the tumor type in this scan.,No tumor present.,What is the view type of this image?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0148.jpg,Te-no_0148.jpg,Is the scan indicating the presence of a tumor?,No tumor is detected here.,Specify the tumor type visible here.,No tumor present.,In which direction is this MRI taken?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0149.jpg,Te-no_0149.jpg,Is the scan indicating the presence of a tumor?,No indication of tumor.,Specify the tumor type visible here.,No tumor present.,What's the viewing angle here?,Axial perspective image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0150.jpg,Te-no_0150.jpg,Can you detect any tumor in this image?,No indication of tumor.,What is the detected tumor type?,No tumor present.,Which plane is shown in the image?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0151.jpg,Te-no_0151.jpg,Can you detect any tumor in this image?,"No, there is no tumor present.",What tumor subtype is this?,No tumor present.,What's the viewing angle here?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0152.jpg,Te-no_0152.jpg,Is there any abnormal growth in this MRI?,The scan appears normal.,Which tumor type does this image show?,No tumor present.,What is the imaging perspective?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0153.jpg,Te-no_0153.jpg,Does this MRI show signs of a tumor?,No tumor is detected here.,What does the scan indicate as tumor type?,No tumor present.,Which anatomical plane is used?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0154.jpg,Te-no_0154.jpg,Is this an example of a tumorous brain scan?,No tumor can be seen.,What specific tumor is present here?,No tumor present.,Identify the image orientation.,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0155.jpg,Te-no_0155.jpg,Does this brain image contain a tumor?,No tumor can be seen.,Can you tell the type of tumor shown?,No tumor present.,What is the imaging perspective?,Axial slice is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0156.jpg,Te-no_0156.jpg,Can a tumor be observed in the image?,No growth is present.,Which tumor type does this image show?,No tumor present.,Can you name the scan view type?,Orientation: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0157.jpg,Te-no_0157.jpg,Is a tumor present in the scan provided?,"No, there is no tumor present.",What is the classification of this tumor?,No tumor present.,In which direction is this MRI taken?,Axial type image.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0158.jpg,Te-no_0158.jpg,Can you detect any tumor in this image?,The image is tumor-free.,Identify the tumor type in this scan.,No tumor present.,Can you name the scan view type?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0159.jpg,Te-no_0159.jpg,Is the scan indicating the presence of a tumor?,The scan appears normal.,Can you tell the type of tumor shown?,No tumor present.,Which plane is shown in the image?,View type: axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0160.jpg,Te-no_0160.jpg,Is there a tumor visible in this scan?,"No, there is no tumor present.",Which tumor type does this image show?,No tumor present.,What is the imaging perspective?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0161.jpg,Te-no_0161.jpg,Does this MRI show signs of a tumor?,No tumor can be seen.,Can you tell the type of tumor shown?,No tumor present.,What is the view type of this image?,Scan is from axial direction.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0162.jpg,Te-no_0162.jpg,Is there any abnormal growth in this MRI?,The image is tumor-free.,Identify the tumor type in this scan.,No tumor present.,What kind of image view is this?,Axial plane is shown.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0163.jpg,Te-no_0163.jpg,Can a tumor be observed in the image?,The image does not show a tumor.,What kind of tumor is present in the image?,No tumor present.,What image type is displayed here?,This is an axial view.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0164.jpg,Te-no_0164.jpg,Is there any abnormal growth in this MRI?,No tumor can be seen.,What tumor subtype is this?,No tumor present.,In which direction is this MRI taken?,The image is axial.
Brain Tumor Classification (MRI),Brain Tumor Classification (MRI)/Test/notumor/Te-no_0165.jpg,Te-no_0165.jpg,Is this an example of a tumorous brain scan?,"No, there is no tumor present.",Which tumor type does this image show?,No tumor present.,Which anatomical plane is used?,Axial slice is shown.
