id,image_path,question_type,question_prompt,gt_question,gt_answer,model_output
49,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(16).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Is there any abnormal growth in this MRI?,The scan appears normal.,No growth is present.
50,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(16).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",What specific tumor is present here?,No tumor present.,No tumor present.
51,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(16).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",What's the viewing angle here?,Axial slice is shown.,Axial plane is shown.
52,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(17).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Is there a tumor visible in this scan?,There’s no abnormality in the image.,No tumor is detected here.
53,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(17).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Specify the tumor type visible here.,No tumor present.,No tumor present.
54,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(17).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",What is the view type of this image?,Orientation: sagittal.,Sagittal type image.
55,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(18).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Does this brain image contain a tumor?,No tumor can be seen.,No tumor is detected here.
56,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(18).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Identify the tumor type in this scan.,No tumor present.,No tumor present.
57,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(18).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Can you name the scan view type?,This scan uses axial plane.,Axial plane is shown.
58,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(19).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Does this brain image contain a tumor?,No tumor is detected here.,No tumor is detected here.
59,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(19).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Can you tell the type of tumor shown?,No tumor present.,No tumor present.
60,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(19).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Can you name the scan view type?,Sagittal plane is shown.,Sagittal type image.
61,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(20).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Can a tumor be observed in the image?,The scan appears normal.,No tumor is detected here.
62,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(20).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Can you tell the type of tumor shown?,No tumor present.,No tumor present.
63,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(20).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Which plane is shown in the image?,Scan is from axial direction.,Axial plane is shown.
64,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(21).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Is this an example of a tumorous brain scan?,The image does not show a tumor.,No tumor can be seen.
65,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(21).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",What is the detected tumor type?,No tumor present.,No tumor present.
66,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(21).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",What is the view type of this image?,Scan is from axial direction.,Axial type image.
67,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(22).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Can a tumor be observed in the image?,No growth is present.,No tumor can be seen.
68,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(22).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",What specific tumor is present here?,No tumor present.,No tumor present.
69,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(22).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",What kind of image view is this?,Axial slice is shown.,Axial plane is shown.
70,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(23).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Does this brain image contain a tumor?,No tumor is detected here.,No tumor is detected here.
71,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(23).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Which tumor type does this image show?,No tumor present.,No tumor present.
72,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(23).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",What's the viewing angle here?,Axial slice is shown.,Axial perspective image.
73,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(24).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Is there any abnormal growth in this MRI?,The scan appears normal.,No growth is present.
74,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(24).jpg,tumor_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",What is the classification of this tumor?,No tumor present.,No tumor present.
75,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(24).jpg,image_type,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",In which direction is this MRI taken?,This is an axial view.,Axial plane is shown.
76,/home/parthpk/NeuroChat//Brain Tumor MRI/Test/no_tumor/image(25).jpg,tumor_presence,"{'prompt': '<|im_start|>system\nYou are a helpful assistant.<|im_end|>\n<|im_start|>user\n<|vision_start|><|image_pad|><|vision_end|>Provide short and direct answer for the user\'s question.What\'s the viewing angle here?\nGive the output in strict JSON format. {""answer"": ""ANSWER HERE""<|im_end|>\n<|im_start|>assistant\n', 'multi_modal_data': {'image': [<PIL.Image.Image image mode=RGB size=252x252 at 0x14D12786CE50>]}}",Does this MRI image show a tumor?,No tumor can be seen.,No tumor is detected here.
